review_id,Airline,Reviews,gt_sentiment,gt_categories
3730,Emirates,"Cebu to London via Dubai. The worst airline I’ve flown with. From check in to connecting flight in Dubai. The staff and cabin crew were rude. They have false reassurance that someone will assist me with my connecting flight which is just 1 hour and 30 minutes apart. I was desperate because even the checkin service staff on my connecting flight did not know where I’m supposed to go. She was even rude and unapproachable. And on top of it all, I am still missing with one luggage. When I got into the luggage desk they were all sarcastic. I have been travelling a lot and I have never been so badly treated like this before. Very lousy service. I’m very disappointed and so devastated because I still am waiting for my luggage. From the stress that I have that I’ll miss my connecting flight in Dubai to Heathrow since I checked in in the Philippines, to the handling of my luggage I am extremely dissatisfied.  I was really expecting good service since the ratings I’ve seen and read about the airline was good but, the opposite, it’s really the worst flight I’ve ever been to in my entire life far more worst than domestic flights I had.",,
5828,Turkish Airlines,Worst possible ground service I have experienced. The staff were rude and not aware of the many visa policy changes and insists on being right though proven otherwise through official government channels. And flights not on time.,,
353,Singapore Airlines,"Singapore to Perth, SQ215 is a Boeing 787 that has flat beds in business class. The business class seats lie flat but is rather cramped once the table is out. In terms of comfort, it is ok - not as good as the Airbus used for long haul flights. The compartment for legs is rather narrow, so could be uncomfortable for someone taller who needs to bend his/her knees. The food is good, which maintains the Singapore Airlines standard of food. Service is good. The number of drink services is not as frequent as other flights. Overall, I am still happy with SQ and will fly again.",,
2040,Qatar Airways,"Edinburgh to Doha. The flight was really excellent. A very special thanks to the cabin crew member who was In charge of me in flight seat 7F, he delivered outstanding first class service, he was extremely professional and ahead of all needs to passengers, had a smile even after 7 hours into the flight. I’ve been flying QA for almost 10 years, although it was always a great service, but my last flight exceeded all expectations especially from the cabin crew member.",,
1108,Qatar Airways,"We have been using Qatar Airways for over 10 years now without any issues. This time when we booked in their website we found Qatar using another airline called Indigo (cheap no-frill airline) for the Doha-Kochi route. We were absolutely shocked to see the service provided by both Qatar & Indigo. Quality of food has gone down in Qatar, no new entertainment / movies & Indigo Airlines was a disaster (no water provided, no screens for entertainment, rude staff etc).",,
6244,Air France,"Excellent service at Bengaluru. Due to the short time in b/w transfers one bag did not arrive. However Air France had already sent a list of missing baggage and they informed us whilst we were at the luggage carousel, this saving us time. They tracked where our baggage was and sent it on the next flight. It arrived safely. Very helpful staff at Bengaluru who helped us when we were tired and stressed. Thank you Air France! Re food though it's a different review as the quality was poor, food passed off as Indian, really wasn't food any Indian would eat!",,
5598,Turkish Airlines,"Gothenburg to Manila via Istanbul. The worst customer service, the worst ground crew service, the worst assistance I have ever experienced. We requested mobility assistance and the customer service reassured us that it is already fixed. When we arrived in Istanbul airport, the flight crew who assisted me get off the plane just left us without any explanation or instruction. We were clueless where should we go and where should we wait. When we asked an airport staff, he just told us in a rude manner to stay where we are and wait for the assistance for the next flight. We were so unsure and worried so we asked again a ground crew if there is an assistance coming to help me. I am handicapped and cannot walk so we really need this assistance. Boarding time is 1:05 am and it was already 12:50 and no help came. We just went to the gate by ourselves. We asked the ground crew about the assistance but all the ground crew are clueless how am I going to get in the plane. All the passengers are boarding and we are still waiting. In my previous experience, we are supposed to be the first to get in, not the last.",,
6622,Air France,We were 2 passenger travelling from Dubai to Prague Via Paris with Air France. AF0655 to Paris which got delayed due to some emergency landing in Istanbul and hence I missed my connecting flight. AF1382 to Prague departing 7:20am the same day from Paris. And upon reaching the counter in Paris they gave me the next flight straight away @ 13:00 hrs which is AF1082 thus keeping me stranded in the airport for almost 6 hrs approx and they denied giving me a lounge access to freshen up or rest. It was a not a good or memorable experience.,,
3362,Emirates,"Dubai to Melbourne via Singapore. I was very disappointed with level of service I experienced with Emirates. It was my first time and last time. I upgraded from economy class to business class (hopping things will be better), it was even worst. Crew members they look disinterested and some extremely tried.  3 times I was forgotten and had to ask when i should be expecting my meal (when everyone else was eating).  I will never travel or recommend Emirates.",,
3377,Emirates,"Birmingham to Bangkok via Dubai. Despite recent reports about the extent to which Emirates’ quality of service has declined, I was impressed with every aspect of these two A380 flights. The limo pickup was on time with a friendly and helpful driver and there was only a short walk to business checkin. The Emirates lounge at Birmingham airport is spacious and well stocked and was only an equally short walk to the gate. Boarding was prompt and I will shown to my seat. There was a good choice of food and it was well served. My only criticism would have been the delay in bringing a glass of wine, forgetting my post-flight drink and having to ask to top it up. Apart from that the food was delicious and in a reasonable portions. The first A380 had the new design for the bar and there was a friendly group of passengers. The transfer at Dubai was quick and painless although allowing both economy and business passengers to exit through the same time did add some delay to exiting the aircraft. The flight to Bangkok was overnight and I chose to sleep. With the mattress, the seat was comfortable and I managed to sleep for a good three hours before being awoken for breakfast. The Wi-Fi connection on the plane was surprisingly stable and fast and there were enough movies to keep me entertained. Having flown on Emirates on a number of occasions in the past, I was relieved that although other accounts may be accurate, I found these two flights to high standard with nothing significant to complain about. The cabin crew were chatty and friendly and always keen to help answer any questions or respond to requests.",,
4931,Turkish Airlines,"TK has awful customer service and they don't seem to care. When you have a problem, you have to leave feedback on their site to speak to a manager (you can't speak to them directly). And even then, nothing ever gets anywhere. I just flew from DC to Kazan via Istanbul. I had a ticket through their points and realized I needed to make a change to the ticket - I needed to add an infant seat. I could make a brand new reservation for the same exact same amount of miles as my old one plus 4,500 additional points for the infant seat. The call center could do the same. However, they couldn't change my old one. I asked them to cancel it - they couldn't do that either. They told me to do at the airport before my flight. When I left my home for the airport, the new ticket with an infant seat was still available. When I got to the airport, their system was down. The sales agent said my only option is to pay $450 for the infant seat because their system was down. He said I can write in after and get a refund. When I did, they refused my refund. All I needed to do was pay a $25 change fee or a $50 cancellation fee and pay 4,500 more miles. Their system was down, so I couldn't. A 5-year old can tell you that the right thing to do is refund me the difference between what I paid and what I was going to pay if their system wasn't down. But apparently, Turkish Airlines doesn't believe that to be the case.",,
737,Singapore Airlines,"Paris to Singapore, One of the lousiest flight I ever took! The seat was broken and the airline can’t find any replacement. The TV equipment at some of the aisle were also broken. I filed complaint but no feedback to date.",,
3000,Emirates,"Absolutely awful service both inbound and outbound traveling with an infant. Emirates made a mistake on my booking with an infant which resulted in me having to spend 2 hours at in the airport running between check in desk and ticketing desk with a hungry crying infant to rectify the mistake Emirates created. Onboard the return flight, the flight attendant refused to provide bottled water for so I could prepare infant formula despite having charged me 10% ticket price as infant fare. Finally, on arrival we found our stroller damaged and the baggage team is proposing to offer is 500 AED which is insufficient to replace the stroller. Absolutely awful experience. I urge travelers with infants to choose a better airline.",,
2289,Qatar Airways,Istanbul to Adelaide via Doha returning from Sydney.Flights were on time. Planes were tidy and clean. Seats were comfortable. Foods served was ordinary and below my expectation. There were plenty of options in the entertainment system but I expected better films. The most challenging task for me was online check in as I got error message and could manage to complete the checking after countless attempts. Overall the flights were OK and value for the money.,,
7646,EVA Air,"I have been a loyal EVA customer for many years. I have earned their Gold Status (Infinity MileageLands). I needed to redeem my frequent flier points before the end of June. Thankfully they had extended the expiration date a few times because of COVID19. I decided to redeem the points and fly from Chiang Mai to Vancouver. After being frustrated with doing the online booking myself, the Taipei office (loyalty) kindly phoned me and walked me through the process and everything was perfect. Once in Vancouver I decided to make a trip over to Toronto and I needed to extend my EVA ticket. This time the Taipei and the Chiang Mai office worked together to make that possible for me. I am very grateful to the Taipei office along with Zee and his Chiang Mai office colleagues. Again, the onboard service offered by EVA just doesn't get any better. There are little things that make a difference. At the door, they check your name on the boarding pass and then greet you by name. Each time they speak to you afterwards they refer to you by name. The FA takes you to your seat. When they speak to you, they do not bend down but rather get down to your level and speak to you. When you use the lavatory, on the way out they ask you if there is anything that you need. This is really impeccable service. The food is wonderful along with the wines and cocktails. This excellent service is not a one-off for me but rather what I have experienced before in business class from EVA. When I have had difficulty in the past, I have found that the ""loyalty"" department at Taipei is most helpful and I can say that same about the Chiang Mai office. I did note that I was not eligible for the free WiFi since I was on an award ticket. That is unfortunate because one receives the points to use an award from being a frequent flier. Again, my appreciate to the Taipei ""loyalty"" office and Zee and the Chiang Mai staff.",,
2175,Qatar Airways,"Athens to Doha. Excellent flight, the aircraft had the new business class product of Qatar for the A330. The service was simply amazing, personal and with a smile. The seat was great - very comfortable and long enough when the bed was flat. A lot of room and places to store  stuff. Food was nice on this flight from Athens.",,
914,Singapore Airlines,"Although the service and food were excellent on this short, less than two hour flight from Bangkok to Singapore, the plane was the very old 777-200, with the very old business class. The recline chairs upholstered in the dated blueish-purple fabrics. I think Singapore Airlines has only three of these left. I hope SQ gets rid of these planes soon for it is completely inconsistent with their other excellent equipment.",,
7666,EVA Air,"On time departure and arrivals. Immaculate aircraft, warm attentive staff (ground and on board). Royal Laurel Class seating was very comfortable with excellent amenities. Great transit lounge service in TPE Airport. Catering was amazing and still preserving the first class experience serving individual courses one at a time and the pre flight expansive menu is awesome. EVA is always our #1 choice for travel.",,
706,Singapore Airlines,Hong Kong to Perth via Singapore. Absolute disgrace. Randomly selected seats for my family all over the aircraft. Last flew with this airline a couple of years ago and it was brilliant. It seems poor now. Entertainment onboard was busted. I travel regularly and would seriously say that even a budget airline is better than Singapore Airlines. Do yourself a favour and give this airline a wide berth.,,
1939,Qatar Airways,Manchester to Melbourne via Doha. Delighted to report that services on Qatar Airways outdo Middle Eastern competitors. They don’t penalise travellers with saver tickets with reduced luggage allowance or charge extra for bulkhead seats or charge for popcorn. Cabin staff excelled and even inquired of my daughter how her trip was going . Keep up this level of service Qatar Airways.,,
7771,EVA Air,"Taipei to Bangkok. Check-in at a dedicated area, no fast track for security/customs though, but all went very fast. Nice lounge (Infinity), all you need is there. The best part of the flight is the flight attendants, both outbound, and inbound flights, they really are genuinely friendly, going out of their way to make you comfortable. Nice food, wines, and superb service. Many airlines can learn a lot from the way EVA treats their business class passengers!",,
1015,Qatar Airways,"Seats are too narrow, no space for my legs. Transfer in Doha was complicated and unfriendly personnel. Boarding was chaotic. Will not fly Qatar Airways again.",,
5724,Turkish Airlines,"Boston to Tehran via Istanbul. I had one of my worst experience (if not the worst) with Turkish Airlines. I would be a couple pages if I write exactly how many mistakes their agents made and how I got ripped off because of their mistakes! When I first checked in my bag the agent couldn't find my second flight so didn't issue me the boarding pass for that flight and told me I should get boarding pass when I arrive in Istanbul. She first said I should claim my bag in Istanbul and then changed it and said I should claim it in my final destination. In Istanbul, I was told by an agent to wait in a line for boarding pass and when I reached front desk the person there said she couldn't find my ticket! Again, after I showed my online booking she said that because my flight is from the other airport I should go there and get my boarding pass! I then rushed to the other airport which is around 1-2 hours drive far (because I waited around 3 hours in that line to get my boarding pass!!) only to find out that my bag was left at the previous airport that I arrived! So I missed my flight, had to pay to reschedule fee, and had to go back to the previous airport to claim my bag. I told them that I don't want to reschedule with them and she said if I don't I basically forfeit my return flight! So, I had to pay a fee that was about 10 times higher than a single other flight that I could book at the same time with another airline! Back in the first airline, also I had so hard time to find my bag! Noone at this airlines knows what they are doing apparently. It's totally crazy. When I claimed my bag it was obvious that they made a mistake. They ripped off a part of it and wrote the destination by hand (took pictures of that as well to file a complaint). Not to mention that I got ripped off also by the airport taxi for 20 times of what I should have paid them (as I was in a hurry and didn't know the exchange rate and wanted not to miss my other flight although I had already missed it as my bag was not there). This is one of the worst and incompetent airlines that I traveled with.  The only scenario that I can think of that you will have a pleasant flight is if nothing and absolutely nothing wrong or just a bit uncommon happens. Nobody knows what they are doing and it's surprising. Even when I wanted to find my bag at the previous airport when I went there, I talked to at least 5 Turkish Airlines agent about it and everyone was sending me to a different direction and was saying a different thing. My experience couldn't be worse.",,
4283,Japan Airlines,"Manila to Boston via Tokyo-Narita. The flight from Manila to Tokyo was operated on a B787-8, and the flight from Tokyo to Boston was operated on a B787-9. The infamously horrible traffic in Manila made me arrive at the airport only 57 minutes prior to my departure time. I panicked! Upon arrival at check-in, though, a lady at the business class check-in desk checked me in and assured me that I would make my flight. Indeed, because Japan Airlines boarded the aircraft beginning only 30 minutes before departure and did not close the gate until 10 minutes before departure, things went just fine. I know that many airlines would not be so forgiving of a late arrival. Many airlines also would probably have lost my luggage when I checked it in so late. Not Japan Airlines! It made it all the way to Boston. As for the inflight experience, the flight attendants were polite, friendly, and accommodating. I was seated in a bulkhead seat for the first time in many years, and one of the flight attendants helped me to open up the TV monitor for that seat. The seats were very comfortable. Blankets and pillows were available on both flights. Toothbrushes and toothpaste were available in the lavatories during the flight from Tokyo to Boston. Too bad that there were no amenity kits, but it's always the toothbrushes and toothpaste that I most desire during such flights, so they just barely met my expectations there. Perhaps the least impressive part of the experience was the inflight entertainment. While I appreciated that they offered manga for people to read if they so desired, the selection of movies and TV seemed somewhat lackluster, and it was disappointing that many items were not available with English subtitles. Finally, there was the food. I was served one full meal on the flight from Manila to Tokyo and one full meal and a sort of ""light meal"" on the flight from Tokyo to Boston. We were also served packaged snacks about 35 minutes prior to landing in Boston, which seemed kind of last-minute to me and a little awkward. The full meals were truly enormous-by far the largest meals I have ever had on a flight. The one served from Manila to Tokyo was perhaps the largest of all. The entree was a sort of chicken in a creamy mushroom sauce, served with sliced carrots, sliced zucchini, and fried rice with egg and vegetables. It also came with a vegetable salad with dressing, a fruit salad, a noodle salad, a potato salad with ham and cheese, miso soup, Haagen-Daaz vanilla ice cream, a chocolate chip cookie, a bottle of water, and your choice of beverage. I found it particularly stunning that Japan Airlines has their own kiwi-apple juice blend which they call ""Sky Time Kiwi."" Wow! All of the foods I was served were delicious. One criticism I can make of the food is that with the exception of the full meal from Tokyo to Boston, there was no choice for the meal options. That is, you got what you were served. Overall, though, it was a truly Japanese experience, and it was truly excellent. I would gladly fly with them again in the future if they offer tickets at competitive prices like they did this time.",,
6317,Air France,Three times they made the same mistake and didn’t confirm our seats on our Delta flights before our international ones. Had to spend part of my time on my vacation on hold and dealing with them to make sure it doesn’t happen on the way back and it still did. And they just said there was nothing they could do.  The stress is not worth booking through this airline.,,
2111,Qatar Airways,"Vienna to Doha. It was the first time flying with Qatar Airways, and I arrived at the check in counter at Vienna airport and I was checked in from a really nice lady. I was flying coach, so was not expecting to have a first class experience, but neither in economy I would never offer a check in where the agent talks in the meanwhile that she has my baggage and my passport with her colleague about her personal staff. She was rude . Luckily the cabin crew were better and more helpful, but not outstanding, they did not know what was inside the snack they were offering. The cleanliness, space from the aircraft were really good and I loved the flight as well the IFE. If you are flying the Boeing 787 don´t sit too much in the back otherwise you will see more the wing than the sky.",,
7745,EVA Air,"Seattle to Manila via Taipei. They made me move my luggage around so a carry on could weigh 2 kg less.  They ruined my flight, experience, and I will never give them my money again. They have lost a customer.",,
7065,Cathay Pacific Airways,"Singapore to Hong Kong. Cathay had long relied on their name. While the cabin crew and flight crew continue to offer professional service, it can only be a matter of time before Cathay becomes a Chinese domestic airline. Take that comment as you will - all Chinese carriers today are all terrible and what with HK it's a matter of time. My last business class was in the now defunct Jet Airways and I would prefer that over what I experienced today: 1) No wifi. 2) Movies and TV are biased towards Chinese / HK releases with family oriented fillers in the English section. Disappointing to find absolutely nothing to be watched. 3) A lacklustre menu, but I went for the fillet steak. If you like stringy, stewed and overcooked steak with a taste of low cost cooking oils then this is is tour flight, tepid gravy with a skin, tepid potato scooped tasting of oil not butter. 4) Mediocre seat not designed for anyone over 5.5' The transfer information screen really sums it up. All the fights are there, but with no actual usable transfer information. Lounge experience equally poor. We talk of Emirates going downhill, but why not when the competitors drop to this. Put your money back in your pocket, buy a Scoot ticket with all the addons. You aren't missing anything.",,
1358,Qatar Airways,"The flight itself was fine however dealing with our baggage which they lost has been absolutely terrible. When we arrived at our final destination our checked baggage (along with 25+ other passengers) was missing. After 3 days Qatar has not been able to locate our baggage or supply the last known location. The baggage department does not answer the phone, their email, or their WhatsApp chat function. When I got ahold of someone in the reservations department they told me “these things take time.”  We are extremely disappointed with the service from Qatar.",,
2342,Qatar Airways,"I returned from London with my elderly father. Our flight was delayed at Heathrow, so we missed our connecting flight from Doha. The airline was amazing when we arrived at Doha, accomodation, meals and transfer to and from the airport were already in place. My elderly father loved the hotel and we managed a scenic tour of the city , which we both enjoyed. Qatar Airways staff were friendly and wonderfully supportive. My father required wheelchair support, again all staff were professional and supportive. My elderly father thoroughly enjoyed his unexpective stop over. My father is currently on his return journey to London Heathrow , having just left Doha. I would fly Qatar airways I can't fault the service. Well done and a thank you to all staff.",,
6628,Air France,Just boarded Air France from Tel Aviv to Paris. Paid a lot of money to fly business class-only to get on plane to sit in economy seats with no leg room - only difference is 2 people to a 3 row seating arrangement- totally unacceptable to charge more money for essentially economy seating. Very deceiving business practice. A total scam! Use any other airline but Air France if you want business class.,,
3696,Emirates,I was travelling Dubai to Mumbai. At the time of check-in I forgot my passport pouch at the check in counter. I realized that when I was about to board the flight. I got in touch with the ground staff and they helped me in finding my lost pouch within very short time. I really appreciate the ground staff effort.,,
527,Singapore Airlines,"Service is unparalleled. Food is very good and served on proper plates with real cutlery. Wide selection of online shopping. Best thing about this flight was the sky bed. The chair unfolds into a flat bed, which gave my son and I some decent sleep. The plane leaves SG just before midnight and arrives in AMS around 6.15am - so even a 12 hour flight seems like no time is wasted. Wifi is available on board but requires payment. The complimentary allowance for business class members is only suited for text messages - runs out fast.  Overall, a very comfortable flight. Will definitely fly again.",,
371,Singapore Airlines,"Frankfurt to  New York. My experience on this flight was good overall. Check-in, boarding processes were well organized. Food tasted better than business class offerings on some other airlines. Singapore airlines' premium economy is a good choice for flights between 6 and 10 hours.",,
4969,Turkish Airlines,"This is my first time travelling on board Turkish Airlines and I have to say I was impressed by the service, the aircraft and the value. The service was exceptional, the food was delicious and the flight was beyond anything I had expected.",,
4554,Turkish Airlines,"The cabin was very hot. Flight was 2 hours late, and no one trying to explain to me what’s going on. If you ask Turkish Airlines staff they don’t even give me answer. Last time flying with Turkish Airlines.",,
6836,Air France,"Istanbul to Paris with Air France. The small A319 was completely full. Friendly crew with new seats in a renovated cabin. Food served was a hot meal (entree, main dish end dessert) with drinks, which is an improvement vs. previous flights. No IFE for the 3h40 flight but AF allows you to download free movies to watch on your tablets 30H before the flight for the whole duration of the trip. This is a nice initiative and was much welcome. Flawless flight and arrival 5' ahead of schedule.",,
606,Singapore Airlines,"Midnight flight departing Singapore to London on A380 in economy class, not the favourite way to start a trip. Boarding was efficient and uncomplicated, although the sheer size of the A380 makes for a busy boarding process. We found ourselves on one of SQ's newest A380-800 aircraft, decked out in the new economy class setting with updated seating and AVOD. This configuration has economy and premium economy on the lower deck, and the very premium seats on the upper deck. We were in the 2nd most front row of economy, near to the galley. Seats were relatively comfortable (by Economy standards), with a new styled headrest. The AVOD was presented with a large touch screen, and is now line with the likes of Emirates. Food choices were pretty good (mostly edible), and service was pleasant, if not enthusiastic. We departed and arrived on time, and it was as tolerable as long-haul economy can be, I believe.",,
1983,Qatar Airways,"Berlin to Hanoi via Doha. The cabin crew served me unprofessional, unfriendly without eye contact, they can speak English well. I had to transfer in Doha for 20 Hours and expected I would have accommodation offer for 20 hours. I dont get the offer and have to stay in the airport for 20 hours. The staff just gave me the information, she didn't tell me what kind of alternatives I have like staying in a quiet room or lounge or airport hotel, until i asked her.",,
1965,Qatar Airways,"Copenhagen to Bangalore via Doha. This time my flights were a mixed bag and somewhat disappointing, especially the sectors BLR-DOH and DOH-CPH on 09 January 2019. Both flights full, the first leg being a real flight from hell because of screaming children who wouldn't stop during the 4 hr flight. QR has added an extra seat on their B777-200LR's as well as B777-300ER's during their latest refurbishment (3-4-3 in Economy), which makes the seating extremely cramped and the aisles too narrow. I'm 6""1' and due to the too narrow seat, it was very hard to find a comfortable position to eat or rest, the seat is simply not suitable for me. The cabin crew are all very good and hard-working, meals OK for Economy and the Oryx entertainment system way above many competitors, but I found it hard to enjoy all this due to the problems mentioned.  We had 55 min connection at CPH (QR to SAS) but since QR was delayed due to an extremely long taxiing at DOH, we managed to catch SAS thanks to the security check and passport control at CPH, however, our bags didn't make it and came 24 hrs later due to the fact that QR has one ground handling agent at CPH and SAS another. All in all, QR is a good airline to fly with and DOH is a great airport as suggested by fellow travellers as well but, in my opinion, the cramped cabins in Economy don't reflect a five-star experience and the cabin crew struggle on the narrow aisles to provide five-star service they have been so well trained for. A mixed bag, really.",,
5893,Turkish Airlines,"Turkish Airlines flight from Montreal to Istanbul was delayed for 10 hours as per online information. Connecting passengers were taken to hotel room but after 10 hours when passengers arrived to airport from hotel, the plane was further delayed for 12 hours. Passengers could not go back to hotel, as hotel checked them out already. So passengers were left in hotel lobby for additional 12 hours. Wheelchair assisted passengers were left with little to no help provided.",,
5012,Turkish Airlines,"I bought this ticket for my mom, we changed the ticket two times, first from June 28 to July 17 for $58, then from July 17 to June 28, first they told us over the phone that the difference is $145 and he gave me a reservation number and I should wait for their call to confirm it. After a couple days, I hadn't heard back from them and I called, after an hour waiting on the call, they said the ticket difference is $298. I said you told me $145 two days ago and now your price is this? and he said this is our new price, if you want to change your day, here is the price. The day of my mom's flight, I called to request unsalted food because she has high blood pressure and they don't have it on their menu .. finally, they got the flight after 2.5-3 hours delay without any apologies or providing water or snack for them.",,
6874,Air France,"Booked to fly Madrid to Toronto via Madrid with Air France I tried to ask for how much the upgrade to business was. They said you have to pay a penalty for changing your ticket (upgrade is changing a ticket?), so I complained to them. They said they will handle, keeping me waiting and just receive another email with the same exact answer. If you ever planning to travel with an airline don't just look for price - because this one is the worst.",,
5864,Turkish Airlines,"Nairobi to Heathrow via Istanbul. The flight from Nairobi delayed by close to one hour and I almost missed my connecting flight to London. I was travelling with 2 suitcases both of which were missing when we got to London. One suitcase was delivered 4 days later and the other is still missing more than one week down the line. The airline does not give any updates on the progress of tracing the lost baggage and refers you to a robot site that has the same update ""tracing continues check later for updates"" for seven days. It is unfortunate I had booked a return flight, otherwise, I am not flying Turkish Airlines again!",,
7551,Cathay Pacific Airways,"The flight started from Hong Kong on time and reached Denpasar Bali around 20 minutes before the scheduled arrival time. The aircraft was Boeing 777. The seats had enough leg space and were very comfortable. There were cup holders, coat hook, three pin charger with every seat. The inflight entertainment system was simply awesome. it had several movies in English and Asian languages, TV serials, Games etc. The food served was great and consisted of Rice, Vegetables, Chicken preparation, Bun. ice cream, cookies etc. they had several drinks option which ranged from coffee, coke, juice to harder ones viz. wine, vodka, whiskey, beer and were served in abundance throughout the flight with salted peanuts. The behavior of the cabin crews were just excellent. The service, ambiance will surely make you feel that you are travelling in a premier airlines.",,
3984,Emirates,Dubai to Brisbane. I flew with my toddler yesterday with Emirates on a long flight. I want to give very positive feedback to the crew on flight EK434 travelling to Brisbane on February 25th. Everyone was very courteous and attentive. My trip with a toddler was made comfortable thanks to the kind attendants. I will highly recommend Emirates to everyone from now on and look forward to travelling with you again in future. Thanks for excellent service.,,
6854,Air France,"Mumbai to Paris with Air France. Friendly staff, comfy seat - I had a good sleep though it was an older angle-lie-flat seat. 2x2x2 configuration is so out. Fortunately I could catch a middle row seat - after discussion because they had deleted my seat reservation I made during web check-in. Why ask your passengers to reserve seats and ignore the reservation? Catering service was horrible. Just a tray with all dinner courses together landed at my table. No offer of different wines between the courses.  Absolutely no exclusivity of service. Still satisfying flight. I would not book AF for long-haul again.",,
1527,Qatar Airways,"We travelled on the QR260 flight from Warsaw to Doha on the 1st August 2021 en route to Maldives and had the most wonderful experience. Despite travelling in economy class we've been given a truly first-class treatment by a flight attendant named Petra. She's been attentive, professional, and truly went above and beyond our expectations. Despite the Qatar Airways app not registering our meal preferences, we've been sorted by Petra in no time at all and with a big smile. Outstanding!",,
8015,Korean Air,"Los Angeles to Chiang Mai via Seoul. We decided to spend a little bit more for our flight to Thailand in exchange for a better service and were disappointed: We could have saved several hundreds of dollars if we had used a Chinese budget airline. What was good about Korean Air were the flight attendants who were super friendly and helpful, on our return flight to LAX they even carried my carry on bag for me, when they saw that I was holding our baby. The reason why we won't fly with Korean Air anymore: I had ordered a ""vegetarian oriental meal"" (not vegan, but vegetarian which isn't as restrictive) What I received was a joke: it looked like someone had emptied half a can of peas into the aluminum container and thrown some bok choi leaves on top. No sauce, tofu, rice or potatoes. Horrible. My wife was still hungry after her meal and asked for a snack. The answer was: ""we don't carry any snacks"" (contrary to what their website says: ""Snack Service A wide variety of snacks, such as samgak kimbop, cup ramen, pizza, and makkoli rice cakes, are served on long flights."" The flight attendant explained: ""we stopped offering cup ramen because of the smell"" when my wife told him that she used to get ramen on previous flights.  I had one can of beer at the beginning of the flight and ordered a gin tonic several hours later. This drink spilled because my table was defective (the kind which you pull out from the armrest). When I asked for another drink they watered it down and advised me ""this is your last drink, each passenger is allowed to have only 3 drinks"". I was not the slightest little bit drunken and very surprised because even on low budget airlines like Air India nobody told me how many drinks I could have. This is obviously a policy which is supposed to save the airline money.  We both started to get a headache because of dehydration. When I asked for water, the flight attendant poured approximately 4 table spoons into a cup, I went back and forth several times between our seats and the pantry and each time they filled the cup only 50%. We were both thirsty during the entire flight. Before departure there was a bottle of water on each seat and as soon as the boarding was completed, they hurried to collect the water bottles from the vacant seats. (Probably in order to lock them up in the safe...) 5.) We had purchased an inflatable pillow which was specifically designed for air travel. As soon as my wife started to inflate the pillow, several flight attendants approached us saying that we were not allowed to use it.  Obviously Korean Air's management made decisions in order to save money and we felt this nickel and dime culture during the entire trip. If we had chosen a low cost Chinese airline, we may have received some kind of rude treatment but enough to eat and drink for several hundred Dollars less.",,
1481,Qatar Airways,"I recently flew London Karachi route via Qatar Airways, and the service I received was exceptional. From check in to boarding, the staff were friendly and helpful. During the flight, I was well looked after. My earphones were not working properly, and they replaced them twice to ensure my in flight entertainment ran smoothly. I would like to give a shout out to the cabin crew who did a wonderful job with the level of service they provided.",,
7318,Cathay Pacific Airways,"Flew Hong Kong to London with Cathay Pacific. The menu option read exactly ""Mushroom fusilli and tomato concasse"", however it was just one small mushroom sliced 5 times garnishing pasta with a tomato sauce. I believe ""tomato concasse"" would normally be crushed tomatoes. No sign of that. The menu option was, Stir fried egg noodles with chicken, vegetables and 2 dumplings. However the amount of chicken and vegetables could be held on one tablespoon. It was essentially just stir fried noodles. The dumplings were small but good. I understand I was flying economy and wasn't expecting Haute Cuisine, however using fancy words to describe something so substandard is just wrong and leads to disappointment when other menu options could have been chosen. The wine was nice but one small glass was less than some other airlines serve. Other aspects of the trip were really good including the plane and service etc. However it would have been good to be able to select a seat and not have one automatically allocated as someone taller than 6 foot could be uncomfortable in a 78 cm pitched seat.",,
